"LLAVE_BUSQUEDA"¬"TWEET"¬"USUARIO_RT"¬"CONTEO"
"URIBE"¬"RT @angelamrobledo: Alvaro Uribe tiene al menos 10 procesos en la Corte Suprema y nadie se sale de ningun lado cuando llega.Y otros 42 co.."¬" @angelamrobledo"¬2854
"URIBE"¬"RT @matadoreltiempo: Segun Uribe, Santos dejo 200 mil hectareas de coca.Duque en 10 meses acabo con 80 mil hectareas. (sin glifosato),a e.."¬" @matadoreltiempo"¬2427
"URIBE"¬"RT @GustavoBolivar: Si La Corte determina q Santrich es culpable, celebrare q lo extraditen a EEUU. Pero si es inocente, desde el Pte Duque.."¬" @GustavoBolivar"¬1775
"URIBE"¬"RT @CarlosCarrilloA: ?Cuando se ha levantado una sesion por la presencia del investigado @AlvaroUribeVel? Muchos tenemos la intima convicci.."¬" @CarlosCarrilloA"¬1351
"URIBE"¬"RT @angelamrobledo: Los militares han empezado a contar en la JEP la verdad de las ejecuciones extrajudiciales:Uribe llamaba a los corone.."¬" @angelamrobledo"¬1222
"URIBE"¬"RT @andrefelgiraldo: No entiendo por que los congresistas votiblanquistas biempensantes se retiran del Congreso por la presencia de Santric.."¬" @andrefelgiraldo"¬746
"URIBE"¬"RT @angelamrobledo: Ojala el Grl (r) Mario Montoya cuente toda la verdad sobre las ejecuciones extrajudiciales, sin importar que pueda caer.."¬" @angelamrobledo"¬678
"URIBE"¬"RT @JAntiuribista: Hoy varios congresistas se retiraron de sus sesiones en protesta por la presencia de Santrich.?Por que no hicieron lo.."¬" @JAntiuribista"¬622
"URIBE"¬"RT @Natrioshka: Al menos botamos penales y no votamos por Uribe. Unas por otras."¬" @Natrioshka"¬510
"URIBE"¬"RT @geoduque: ?A ustedes les duele el pais al ver a Santrich de Congresista?  Imaginen lo que sentimos nosotros al ver a Uribe de President.."¬" @geoduque"¬441
"URIBE"¬"RT @DELAESPRIELLAE: Es falso que la conciliacion entre el expresidente @AlvaroUribeVel y el senador @GustavoBolivar, por la denuncia presen.."¬" @DELAESPRIELLAE"¬382
"URIBE"¬"RT @GustavoBolivar: Confiesa coronel Rincon ""El general Montoya pedia litros de sangre y muertos a como diera lugar"" ""Le llevabamos guerri.."¬" @GustavoBolivar"¬371
"URIBE"¬"RT @eltajalapiz: Jajajaja este man se le fue a Uribe de frente. https://t.co/IpPbomi2L1"¬" @eltajalapiz"¬365
"URIBE"¬"RT @GustavoBolivar: Estoy en una audiencia de conciliacion con el senador Alvaro Uribe por denuncia penal q me instauro por injuria y Calum.."¬" @GustavoBolivar"¬357
"URIBE"¬"RT @rodrigoaguaclar: Vea el dia que ud senor Petrista o mamerto tenga un video de Uribe en actos de corrupcion o 1 prueba veraz de las AUC,.."¬" @rodrigoaguaclar"¬333
"URIBE"¬"RT @FisicoImpuro: Que @lcvelez no le abra los microfonos a Santrich hasta q no se resuelva sus investigaciones, deja ver la doble moral q m.."¬" @FisicoImpuro"¬317
"URIBE"¬"RT @MafeCarrascal: Le guste a quien le guste, Santrich hoy es Congresista y las investigaciones en su contra deben continuar, como el hay m.."¬" @MafeCarrascal"¬311
"URIBE"¬"RT @Jorgomezpinilla: A ver, qe alguien me explique: no se supone que tanto Santrich como Uribe estan llamados a indagatoria por la Corte, o.."¬" @Jorgomezpinilla"¬283
"URIBE"¬"RT @DianaMartinezB8: Si supiera que en el gobienro de @AlvaroUribeVel tuvimos en el congreso 37 extraditables elegidos bajo la uncion de el.."¬" @DianaMartinezB8"¬262
"URIBE"¬"RT @BajaAlcurnia: Verdes con Santrich:Abandonamos el recinto en claro rechazo a la posesion de un tipo arrogante y que polariza al pais y.."¬" @BajaAlcurnia"¬220
"URIBE"¬"RT @nijius_: Salvatore Mancuso Gomez, es propietario de exorvitantes propiedades agroganaderas al norte de Colombia. Una de sus haciendas l.."¬" @nijius_"¬209
"URIBE"¬"RT @iLordPetrosky: Ivan Duque MarquezJuan Manuel Santos Alvaro Uribe VelezAndres Pastrana ArangoErnesto Samper Cesar Augusto GaviriaV.."¬" @iLordPetrosky"¬185
"URIBE"¬"RT @rabodeajip: Las cifras locas de Uribe:Habla de 5.00 disidentes de las Farc. Gobierno dice son 2300 (no todos son excombatientes, much.."¬" @rabodeajip"¬172
"URIBE"¬"RT @moyavictorino: El partido verde con Santrich // El partido verde con Uribe https://t.co/ljWCehKfZo"¬" @moyavictorino"¬172
"URIBE"¬"RT @AUGUSTOOCAMPO: Para cuando se levanta la sesion y congresistas abandonan recinto cuando entre Alvaro Uribe Velez ? Investigado y vinc.."¬" @AUGUSTOOCAMPO"¬168
"URIBE"¬"RT @intiasprilla: No vamos a permitir que los Falsos positivos del gobierno de Alvaro Uribe se repitan, y se lo voy a decir a el en cualqui.."¬" @intiasprilla"¬165
"URIBE"¬"RT @LaPazColombiani: -- Aviso a la Comunidad:El Senor Alvaro Uribe Posada descanso en la Paz del Senor. -- Casi Coronamos. Cogimos las do.."¬" @LaPazColombiani"¬147
"URIBE"¬"RT @JUANCAELBROKY: ?Para cuando suspenden una plenaria por familia narcotraficante de Uribe?Dolly Cifuentes del clan Cifuentes Villa tuvo.."¬" @JUANCAELBROKY"¬145
"URIBE"¬"RT @NanyPardo: Senor @AlvaroUribeVel, mandeme un carrotanque de valeriana que por culpa de @ElectricaribeSA de hoy no paso. Gracias.A tod.."¬" @NanyPardo"¬137
"URIBE"¬"RT @monikquinterog: Y empezaron a hablar los militares, con razon el desespero de Uribe por eliminar a la @JEP_Colombia el paraco genocida.."¬" @monikquinterog"¬136
"URIBE"¬"RT @Marianiniecheve: Uribe tiene mas de 270 investigaciones por falsos positivos, masacres y muertes de testigos y chuzaDas; con todas las.."¬" @Marianiniecheve"¬133
"URIBE"¬"RT @Pwilg: Senor @fcarrilloflorez @PGN_COL en aras de la equidad y no estoy en favor de Santrich, el senor @AlvaroUribeVel tambien tiene pr.."¬" @Pwilg"¬128
"URIBE"¬"RT @Marianiniecheve: Tantos enemigos atacando la paz, matando lideres sociales, silenciando militares y testigos para que no delaten a Urib.."¬" @Marianiniecheve"¬125
"URIBE"¬"RT @JFSaninM: El mono tematico @DCoronell ""Vuelve"" a @RevistaSemana despues de 8 dias, con NUEVOS Y FRESCOS temas: Uribe Velez, Uribe V, Al.."¬" @JFSaninM"¬124
"URIBE"¬"RT @Cony_martinez_: Hay juemadre, totalmente cierto!! https://t.co/TYI3X1kjuw"¬" @Cony_martinez_"¬123
"URIBE"¬"RT @juliomario55: La Corte investiga a Uribe por masacres y asesinatos, a Santrich por narcotrafico, ambos se posesionaron, ?ambos son h.."¬" @juliomario55"¬118
"URIBE"¬"RT @SaninPazC: @CarlosCarrilloA @AlvaroUribeVel ?Se levantaron? Ah hijueputas. Gente de guerra, gente pequena que el unico orgullo que tien.."¬" @SaninPazC"¬115
"URIBE"¬"RT @AlvaroUribeVel: ""No existe el delito de falsa denuncia en Colombia? Se pregunta Fernando Londono a proposito de la falsa denuncia contr.."¬" @AlvaroUribeVel"¬105
"URIBE"¬"RT @silvioravel: No Sr, yo no niego que en el Gob Uribe hubo falsos positivos, al fin y al cabo en modo guerra todos los soldados buscan la.."¬" @silvioravel"¬100
"URIBE"¬"RT @Jalime75: ?Por que todos los hampones en Colombia terminan siendo seguidores de @AlvaroUribeVel??"¬" @Jalime75"¬100
"URIBE"¬"RT @Jorgomezpinilla: Alguien puede contarle a Velez (quien me tiene bloqueado) que Santrich y Uribe estan llamados a indagatoria, o sea que.."¬" @Jorgomezpinilla"¬93
"URIBE"¬"RT @GuzmanJoseVicen: Mientras sujetos de la calana de Uribe y Santrich esten en el congreso seremos una democracia de asesinos y narcotrafi.."¬" @GuzmanJoseVicen"¬93
"URIBE"¬"RT @yumbila: Ustedes me disculparan con anticipacion, pero el mensaje del congresista @SantrichLibre al narco numero one de Colombia me rep.."¬" @yumbila"¬92
"URIBE"¬"RT @DanielSamperO: #NoDesprestigienLasCortes: entiendan que hay separacion de poderes, no todos los poderes son de Uribe.."¬" @DanielSamperO"¬91
"URIBE"¬"RT @Contravia: En el Gobierno Uribe el DAS espiaba a las Cortes q investigaban Parapoliticos ; Un regimen anti democratico vivia el Pais mi.."¬" @Contravia"¬87
"URIBE"¬"RT @macafono: Los mismos que votaron en blanco porque les daba igual Petro que Uribe, ?cual es la puta sorpresa? https://t.co/lRD4YL1HDN"¬" @macafono"¬84
"URIBE"¬"RT @javisalavata: Ultimos presidentes de Colombia:DuqueSantosUribePastranaSamperGaviriaBarcoBetancurTurbayLopezPastranaLlerasV.."¬" @javisalavata"¬80
"URIBE"¬"RT @oiganaestas: Ni Santrich ni Uribe han sido condenados por delito alguno, la diferencia con Santrich es que al menos el tiene el foco en.."¬" @oiganaestas"¬79
"URIBE"¬"RT @NataDLEspriella: ?Donde me dejas a tu abuelito Alberto Uribe Sierra? Que segun la inteligencia Gringa y el muy informado Belisario Beta.."¬" @NataDLEspriella"¬77
"URIBE"¬"RT @JuanMartinCalv5: El amigo de Lafaurie , Uribe y Secuaces . El NENE HERNANDEZ . Resulto ser el testaferro de alias Marquitos . https://t.."¬" @JuanMartinCalv5"¬70
"URIBE"¬"RT @JMalaparte: Se desdibujo @intiasprilla Otro seducido por el Estado de Opinion. Estara contento Uribe, poco a poco los lleva a su redil."¬" @JMalaparte"¬69
"URIBE"¬"RT @mariapaz899: ""A mi me tienen que dar son muertos"": el testimonio contra Gral. Mario Montoya en la JEP el general de Uribe; Crimenes,.."¬" @mariapaz899"¬68
"URIBE"¬"RT @elANTIMILI: !Ay como asi! ?@IvanDuque esta hablando de Alvaro Uribe?. https://t.co/bxsCYuVqWd"¬" @elANTIMILI"¬66
"URIBE"¬"RT @EIExpedienteCol: Dato: Se comienza a desmoronar montaje impulsado por Ivan Cepeda, Daniel Coronell y un sector de la Corte Suprema de J.."¬" @EIExpedienteCol"¬66
"URIBE"¬"RT @Caidadelatorre: Esta senora se pasa por la faja al acuerdo de paz y recibe a Santrich con tres piedras en la mano, pero no tiene absolu.."¬" @Caidadelatorre"¬63
"URIBE"¬"RT @hernancadavidma: Resulto que el unico caso que agiliza la @JEP_Colombia y se expone en los medios es del Gral Mario Montoya Uribe"¬" @hernancadavidma"¬63
"URIBE"¬"RT @JackDeLaConcha: Que el Centro Democratico se indigne por la curul de Santrich equivale a que Luis Alfredo Garavito se indigne porque Ra.."¬" @JackDeLaConcha"¬62
"URIBE"¬"RT @andval001: ?Vuelven los asesinatos extrajudiciales ahora de militares? Se sabia que al volver Uribe al poder retornariamos al pasado, p.."¬" @andval001"¬62
"URIBE"¬"RT @JUANCAELBROKY: Pablo Escobar hizo todo para que en su familia se quedara el poder politico y por eso Jose Obdulio Gaviria es Senador po.."¬" @JUANCAELBROKY"¬61
"URIBE"¬"RT @MafeCarrascal: Entiendo la posicion de la bancada verde, pero la del Centro Democratico que, pura doble moral, cuantas investigaciones.."¬" @MafeCarrascal"¬61
"URIBE"¬"RT @macdonal5: .@merv59 @pedrosalazar420 @Barreja @fercasa14 @gurozu @pormillano @LeilaChujfi , Los URIBISTAS dicen en el @CongresoCol comb.."¬" @macdonal5"¬60
"URIBE"¬"RT @john_andresc: Vaya.. Vaya.. Pero hasta vecinos son con el innombrable! https://t.co/VDrtN5FcO5"¬" @john_andresc"¬59
"URIBE"¬"RT @allmuscleboy: what he darwin uribe the face of the same muscle is very similar once. https://t.co/WLsjDlqtSX"¬" @allmuscleboy"¬59
"URIBE"¬"RT @MafeCarrascal: Y se les ruega, Congresistas, que ahora no agarren a Santrich de excusa para no trabajar, para levantar sesiones o para.."¬" @MafeCarrascal"¬59
"URIBE"¬"RT @WILLJ84753699: @MirandaBogota Porque  no reaccionan de la misma manera por @AlvaroUribeVel y los demas que estan investigados en la cor.."¬" @WILLJ84753699"¬57
"URIBE"¬"RT @EstebanCarlosM: ""El ""juez"" Uribe en sus tiempos de popularidad absoluta ordenaba a la policia detener a los individuos que el senalaba.."¬" @EstebanCarlosM"¬56
"URIBE"¬"RT @giocosas: A todos los q sostienen q el Presidente es una figura decorativa, les recomiendo leer ""No hay Causa Perdida"" y les recuerdo l.."¬" @giocosas"¬54
"URIBE"¬"RT @jfgartner007: Oye, @AlvaroUribeVel, te salio el tiro por la culata en tu intento de callar a @DCoronell en Semana. Fracaso, tras fracas.."¬" @jfgartner007"¬53
"URIBE"¬"RT @LEONARDOSOTOAP: Quien evito que Petro fuera presidente? UribeQuien evito que German Vargas fuera presidente? UribeQuien evito q timoc.."¬" @LEONARDOSOTOAP"¬53
"URIBE"¬"RT @jaimeflozada: Lo combatiremos sin ambages y absoluta determinacion, no descansaremos hasta verlo preso en Estados Unidos. @saludhernand.."¬" @jaimeflozada"¬53
"URIBE"¬"RT @NELSONV41069212: Pero como es que a este #BuenMuchacho,  amigo de @AlvaroUribeVel e @IvanDuque, le vienen a aplicar extincion de domini.."¬" @NELSONV41069212"¬52
"URIBE"¬"RT @RepublicaNow: Mamertos, y para que la ulcera gastrica les duela aun mas, se esta cumpliendo lo que @AlvaroUribeVel le advirtio al pais.."¬" @RepublicaNow"¬52
"URIBE"¬"RT @juliomario55: Que dice Uribe!! el jefe directo CON ORDENES de asesinar??https://t.co/v7BcTtC6bO"¬" @juliomario55"¬50
"URIBE"¬"RT @Eclides3: @MarcoAn41778761 Estos si son los verdaderos delincuentes de Uribe, no le da verguenza? https://t.co/Kmu3Lyp0Ct"¬" @Eclides3"¬48
"URIBE"¬"RT @saladereaccion: Hace rato no hago #UrnaVirtual ?Quien cree usted que ha sido culpable de enviar mas coca a Estados Unidos?@AlvaroUribe.."¬" @saladereaccion"¬48
"URIBE"¬"RT @gener_usuga: Y no defiendo a Santrich, defiendo un proceso, y hasta que no se compruebe que es culpable deberan trabajar con el,Por q.."¬" @gener_usuga"¬48
"URIBE"¬"RT @LaOrejaRoja: 10 campesinos fueron decapitados, mutilados y a algunos les sacaron los intestinos para ponerlos sobre sus manos. Desmemb.."¬" @LaOrejaRoja"¬47
"URIBE"¬"RT @armestonelson: Inti no necesitaba llegar tan bajo para congraciarse con el uribismo para poder ganar la Alcaldia de Bogota para @Claudi.."¬" @armestonelson"¬47
"URIBE"¬"RT @EpicuroDeSamos_: Pero claro que Petro y Uribe son extremos: el 1 es paramilitar, el otro lo denuncio; el 1 quiere guerra, el otro paz;.."¬" @EpicuroDeSamos_"¬46
"URIBE"¬"RT @efrapotter: Si les choca tanto la impunidad de Uribe, Cabal, Santrich, Margarita, etc TUMBEMOS LOS FUEROS DE LOS CONGRESISTAS.Ese es.."¬" @efrapotter"¬46
"URIBE"¬"RT @eltajalapiz: ""RELLENO DE URIBE"" hoy en .@lanuevaprensaco https://t.co/R5T0EtgiQ5"¬" @eltajalapiz"¬45
"URIBE"¬"RT @armestonelson: Santrich debe gozar de la misma presuncion de inocencia que goza Uribe Velez. Ninguno de los dos han sido condenados pes.."¬" @armestonelson"¬45
"URIBE"¬"RT @ernesto_prado: En 1985 el mafioso Fabio Ochoa Vasquez, reunido con Santiago Uribe Velez y los primos en comun ..de las relaciones con.."¬" @ernesto_prado"¬45
"URIBE"¬"RT @AlirioUribeMuoz: ""A mi me tienen que dar son muertos"": el testimonio contra Gral. Mario Montoya en la JEP - A MONTOYA LO PRESIONABA URI.."¬" @AlirioUribeMuoz"¬45
"URIBE"¬"RT @RafaelePachon: Segun el informe de Indice de Paz Global (GLOBAL PEACE INDEX 2019), Colombia es el segundo pais menos pacifico de Americ.."¬" @RafaelePachon"¬45
"URIBE"¬"RT @LoreBeltran: Alvaro Uribe tienen un monton de investigaciones, por ejemplo. ?Tambien le cierra microfonos? https://t.co/A9ZqksppLx"¬" @LoreBeltran"¬44
"URIBE"¬"RT @miltonhav: La llegada del narcoterrorista #Santrich al #Congreso, es una bofetada a las victimas y a los ciudadanos ejemplares; su pose.."¬" @miltonhav"¬43
"URIBE"¬"RT @DiceGarzon: No se den golpes en pecho por la entrada de Santrich al congreso, hemos estado peor, han estado lo peor politica nacional:.."¬" @DiceGarzon"¬43
"URIBE"¬"RT @NELSONV41069212: Senador @AlvaroUribeVel, no recuerda lo que dijo el 28 de Julio de 2004, despues que sus amigos fueran ovacionados en.."¬" @NELSONV41069212"¬42
"URIBE"¬"RT @Cony_martinez_: Que tal esto!! https://t.co/gGcQqeVRyn"¬" @Cony_martinez_"¬41
"URIBE"¬"RT @JaimeDelTodoES: Periodistas/Congresistas/sub-presidentes.. etc se volvieron jueces y todos condenaron a Santrich, ninguno a Uribe y lo.."¬" @JaimeDelTodoES"¬40
"URIBE"¬"RT @MartinD90348441: Estoy buscando en el arbol genealogico de Uribe y entre sus amigos , a solo uno que no este involucrado en narco, para.."¬" @MartinD90348441"¬39
"URIBE"¬"RT @LaOrejaRoja: Apellidos como Fajardo y Uribe; malas decisiones, mentiras, ambicion, corrupcion; un rio seco, el medio ambiente aplastad.."¬" @LaOrejaRoja"¬39
"URIBE"¬"RT @andrefelgiraldo: A Uribe poco le importa la impunidad que pueda favorecer a los miembros de las FARC que el mismo estaba dispuesto a co.."¬" @andrefelgiraldo"¬39
"URIBE"¬"RT @Rep_Cristancho: #AEstaHora La actitud desafiante de Santrich genero que se levantara la sesion en #ComisionSeptima en @CamaraColombia @.."¬" @Rep_Cristancho"¬37
"URIBE"¬"RT @Marianiniecheve: .. Y Santrich se convirtio en el pretexto de algunos verdes para salir del closet y metersele a la cama a los uribist.."¬" @Marianiniecheve"¬37
"URIBE"¬"RT @Ale_Acosta211: Todos tenemos un pariente lejano que cada vez que nos llama es para pedirnos plata, pss bueno, el mio llamo a contarme q.."¬" @Ale_Acosta211"¬37
"URIBE"¬"RT @LaMamert4: No me quiero morir sin ver a @AlvaroUribeVel confesando sus crimenes en la JEP."¬" @LaMamert4"¬36
"URIBE"¬"RT @ginachef: Si @AlvaroUribeVel puede ser senador y presidente eterno, sin que a nadie le moleste en el Congreso, Santrich puede ser repre.."¬" @ginachef"¬36
"URIBE"¬"RT @kmylo_molina: Soy Antioqueno y le digo a los Bogotanos que la mejor opcion para la capital es @MiguelUribeT un joven con buenas ideas s.."¬" @kmylo_molina"¬35
"URIBE"¬"RT @SetoristaFla: Artilheiros do Fla no ano;Gabigol - 14 Gols Bruno Henrique - 13 Gols Vitinho - 6 GolsArrascaeta - 5 GolsDiego R.."¬" @SetoristaFla"¬34
"URIBE"¬"RT @FullWatchman: Sea equitativo no entreviste tampoco  a Alvaro Uribe hasta que no terminen sus 300 investigaciones https://t.co/nDOX8y4VIi"¬" @FullWatchman"¬34
"URIBE"¬"RT @cindyS262: Muy dignos los verdes, ah pero con Uribe.. https://t.co/v0Wq1IOTnt https://t.co/FqRh0DOH3t"¬" @cindyS262"¬34
"URIBE"¬"RT @JuanMartinCalv5: Ahora si entienden el verdadero temor de Uribe y Secuaces a la JEP . Saben que de alli saldran verdades que perjudicar.."¬" @JuanMartinCalv5"¬34
"URIBE"¬"RT @PanAmPost_es: El presidente Duque no tiene una tarea facil, pero tiene la oportunidad y el deber moral de pasar a la historia -igual qu.."¬" @PanAmPost_es"¬33
"URIBE"¬"RT @Alonrop: ?Cuando lo haran por Uribe?Pues..teniendo en cuenta que tambien le hace dano al acuerdo y tambien tiene unas investigacione.."¬" @Alonrop"¬32
"URIBE"¬"RT @APadillaBossio: ""Este hecho ""indigna al pais"" y es una burla para la sociedad colombiana"" @IvanDuque Colombianos(nas) que mas les indi.."¬" @APadillaBossio"¬32
"URIBE"¬"RT @patoBarros69: No hay plazo que no se cumpla, ni deuda que no se pague.. a los que dicen que no le han podido demostrar nada a Alvaro.."¬" @patoBarros69"¬32
"URIBE"¬"RT @macdonal5: RAFAEL GARCIA exfuncionario del DAS y paramilitar denuncio en @NoticiasUno que desde el DAS se exportaba COCAINA por todo el.."¬" @macdonal5"¬32
"URIBE"¬"RT @LuchoJacobsen: @AlbertoBernalLe @JuanManSantos Y del respeto de no haber sido condenado?Sabiendo que hay otro par de congresistas llam.."¬" @LuchoJacobsen"¬31
"URIBE"¬"RT @heres1849: @angelamrobledo Infeliz anciana, cuando haya VIDEO d pdte Uribe cometiendo delito, como los hay d Santrich, y d Petro, igual.."¬" @heres1849"¬31
"URIBE"¬"RT @MajoDoria: Ojala las congresistas del verde que rechazan a Santrich en el congreso con tanta vehemencia, rechazaran a Uribe de la misma.."¬" @MajoDoria"¬30
"URIBE"¬"RT @GloriaCuartas: Espero que la. Furia y violencia que se vivio ayer en el Congreso NO se repita , dejen que los procesos juridicos se dir.."¬" @GloriaCuartas"¬30
"URIBE"¬"RT @SenorCaicedo: Los dos capos relacionados con asesinado esposo de Maria Monica Urbina (amigo de @jflafaurie @IvanDuque y @AlvaroUribeVel.."¬" @SenorCaicedo"¬29
"URIBE"¬"RT @merv59: Y la foto de Uribe? https://t.co/v31MQqUOrN"¬" @merv59"¬29
